No,Nama,LLDikti
1549,Sekolah Tinggi Agama Islam Negeri Sultan Abdurrahman Kepulauan Riau,
1550,Sekolah Tinggi Agama Islam Negeri Teungku Dirundeng Meulaboh,
1551,Sekolah Tinggi Agama Islam Negeri Watampone,
1552,Sekolah Tinggi Agama Islam Ngawi,
1553,Sekolah Tinggi Agama Islam Nida El Adabi Parung Panjang Bogor,
1554,Sekolah Tinggi Agama Islam Nur El Ghazy Bekasi,
1555,Sekolah Tinggi Agama Islam Nurul Falah Airmolek Indragiri Riau,
1556,Sekolah Tinggi Agama Islam Nurul Huda,
1557,Sekolah Tinggi Agama Islam Nurul Iman,
1558,Sekolah Tinggi Agama Islam Nusantara Kota Banda Aceh,
1559,Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,
1560,Sekolah Tinggi Agama Islam Pati,
1561,Sekolah Tinggi Agama Islam Pengembangan Ilmu Al-Qur`An,
1562,Sekolah Tinggi Agama Islam Publisistik Thawalib,
1563,Sekolah Tinggi Agama Islam Rahmaniyah Sekayu,
1564,Sekolah Tinggi Agama Islam Raudhatul Akmal,
1565,Sekolah Tinggi Agama Islam Rokan Besar Batu Rokan Hilir Riau,
1566,Sekolah Tinggi Agama Islam Sabilul Muttaqqin Mojokerto Jawa Timur,
1567,Sekolah Tinggi Agama Islam Sangatta Kutai Timur,
1568,Sekolah Tinggi Agama Islam Sepakat Segenep Kutacane Aceh Tenggara,
1569,Sekolah Tinggi Agama Islam Seram Timur,
1570,Sekolah Tinggi Agama Islam Siliwangi Bandung,
1571,Sekolah Tinggi Agama Islam Solok Nan Indah,
1572,Sekolah Tinggi Agama Islam Sufyan Tsauri,
1573,Sekolah Tinggi Agama Islam Sultan Abdurrahman Kepulauan Riau,
1574,Sekolah Tinggi Agama Islam Sulthan Syarif Hasyim Siak Sri Indrapura,
1575,Sekolah Tinggi Agama Islam Sumatera Medan,
1576,Sekolah Tinggi Agama Islam Syaichona Moh. Cholil Bangkalan,
1577,Sekolah Tinggi Agama Islam Syamsul Ulum Gunung Puyuh Sukabumi,
1578,Sekolah Tinggi Agama Islam Syarif Muhammad Raha,
1579,Sekolah Tinggi Agama Islam Syekh Manshur Pandeglang,
1580,Sekolah Tinggi Agama Islam Syekh.H.Abdul Halim Al-Ishlahiyah,
1581,Sekolah Tinggi Agama Islam Tapanuli Padangsidempuan,
1582,Sekolah Tinggi Agama Islam Taruna Surabaya,
1583,Sekolah Tinggi Agama Islam Tuanku Tambusai Riau,
1584,Sekolah Tinggi Agama Islam Tulang Bawang,
1585,Sekolah Tinggi Agama Islam Uisu Pematang Siantar,
1586,Sekolah Tinggi Agama Islam Yaperi Cibinong,
1587,Sekolah Tinggi Agama Islam Yapnas Jeneponto,
1588,Sekolah Tinggi Agama Islam Yasba Kalianda,
1589,Sekolah Tinggi Agama Islam Yayasan Tgk Chik Pante Kulu,
1590,Sekolah Tinggi Agama Islam Ydi Lubuk Sikaping Pasaman,
1591,Sekolah Tinggi Agama Islam Yki Sumatera Barat,
1592,Sekolah Tinggi Agama Islam Yogyakarta,
1593,Sekolah Tinggi Agama Islam Yogyakarta Wonosari,
1594,Sekolah Tinggi Agama Islam Ypi Al Ikhlas Painan,
1595,Sekolah Tinggi Agama Islam Ypiq Baubau,
1596,Sekolah Tinggi Agama Islam Ypiq Bau-Bau,
1597,Sekolah Tinggi Agama Katolik Negeri Pontianak,
1598,Sekolah Tinggi Agama Kristen Apollos Manado,
1599,Sekolah Tinggi Agama Kristen Arastamar Grimenawa Jayapura,
1600,Sekolah Tinggi Agama Kristen Arastamar Soe (Stakas),
1601,Sekolah Tinggi Agama Kristen Bina Muda Wirawan Wonogiri,
1602,Sekolah Tinggi Agama Kristen Diaspora Wamena,
1603,Sekolah Tinggi Agama Kristen Emmanuel Agung Nias,
1604,Sekolah Tinggi Agama Kristen Lentera Bangsa Manado,
1605,Sekolah Tinggi Agama Kristen Luwuk Banggai,
1606,Sekolah Tinggi Agama Kristen Maluku Utara,
1607,Sekolah Tinggi Agama Kristen Negeri Kupang,
1608,Sekolah Tinggi Agama Kristen Negeri Palangka Raya,
1609,Sekolah Tinggi Agama Kristen Negeri Toraja,
1610,Sekolah Tinggi Agama Kristen Oikumene Timika,
1611,Sekolah Tinggi Agama Kristen Terpadu Pesat Salatiga,
1612,Sekolah Tinggi Agama Kristen Teruna Bhakti,
1613,Sekolah Tinggi Agama Kristen Wiyata Wacana Pati,
1614,Sekolah Tinggi Akuntansi Dan Manajemen Indonesia,1.0
1615,Sekolah Tinggi Alkitab Batu Malang,
1616,Sekolah Tinggi Alkitab Ginosko Airmadidi,
1617,Sekolah Tinggi Alkitab Jember,
1618,Sekolah Tinggi Alkitab Nusantara,
1619,Sekolah Tinggi Alkitab Penyebaran Injil (Stapin) Majalengka,
1620,Sekolah Tinggi Alkitab Surabaya,
1621,Sekolah Tinggi Alkitab Tiranus Bandung,
1622,Sekolah Tinggi Analis Bakti Asih,4.0
1623,Sekolah Tinggi Analis Kimia Cilegon,4.0
1624,Sekolah Tinggi Arsitektur Ykpn Yogyakarta,5.0
1625,Sekolah Tinggi Bahasa Asing &Quot;Iec&Quot;,3.0
1626,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,4.0
1627,Sekolah Tinggi Bahasa Asing Cakrawala Nusantara,15.0
1628,Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto,4.0
1629,Sekolah Tinggi Bahasa Asing Cirebon,4.0
1630,Sekolah Tinggi Bahasa Asing Harapan,1.0
1631,Sekolah Tinggi Bahasa Asing Jia,4.0
1632,Sekolah Tinggi Bahasa Asing Jiu,4.0
1633,Sekolah Tinggi Bahasa Asing Lia,3.0
1634,Sekolah Tinggi Bahasa Asing Lia Jakarta,3.0
1635,Sekolah Tinggi Bahasa Asing Lia Yogyakarta,5.0
1636,Sekolah Tinggi Bahasa Asing Malang,7.0
1637,Sekolah Tinggi Bahasa Asing Methodist,2.0
1638,Sekolah Tinggi Bahasa Asing Pertiwi Indonesia,3.0
1639,Sekolah Tinggi Bahasa Asing Pontianak,11.0
1640,Sekolah Tinggi Bahasa Asing Prayoga,10.0
1641,Sekolah Tinggi Bahasa Asing Saraswati,8.0
1642,Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,4.0
1643,Sekolah Tinggi Bahasa Asing Technocrat,4.0
1644,Sekolah Tinggi Bahasa Asing Yapari,4.0
1645,Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,2.0
1646,Sekolah Tinggi Bahasa Harapan Bersama,11.0
1647,Sekolah Tinggi Bibelvrouw Hkbp Laguboti,
1648,Sekolah Tinggi Bio Sains Swadiri,14.0
1649,Sekolah Tinggi Bisnis Dan Manajemen Dua Saudara,16.0
1650,Sekolah Tinggi Desain Bali,8.0
1651,Sekolah Tinggi Desain Indonesia Bandung,4.0
1652,Sekolah Tinggi Desain Interstudi,3.0
1653,Sekolah Tinggi Desain La Salle,3.0
1654,Sekolah Tinggi Diakones Hkbp Balige,
1655,Sekolah Tinggi Dirasat Islamiyah Imam Syafi`I Jember,
1656,Sekolah Tinggi Ekonomi Manajemen Bisnis Islam (Stembi) Bandung,
1657,Sekolah Tinggi Ekonomi Bisnis Islam Syari'Ah Bina Mandiri Cileungsu Bogor,
1658,Sekolah Tinggi Ekonomi Dan Bisnis Islam (Stebis) Muhammadiyah Sumedang,
1659,Sekolah Tinggi Ekonomi Dan Bisnis Islam (Stebis) Pagaralam,
1660,Sekolah Tinggi Ekonomi Dan Bisnis Islam Al Jabar Bandung Jawa Barat,
1661,Sekolah Tinggi Ekonomi Dan Bisnis Islam Al-Muhsin Yogyakarta,
1662,Sekolah Tinggi Ekonomi Dan Bisnis Islam Darussalam Ogan Komering Ilir Sumsel,
1663,Sekolah Tinggi Ekonomi Dan Bisnis Islam Nur Ilmi Al-Ismailiyun,
1664,Sekolah Tinggi Ekonomi Dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan,
1665,Sekolah Tinggi Ekonomi Dan Bisnis Islam Tanggamus Lampung,
1666,Sekolah Tinggi Ekonomi Dan Bisnis Syariah (Stebis) Indo Global Mandiri,
1667,Sekolah Tinggi Ekonomi Dan Bisnis Syariah Indo Global Mandiri,
1668,Sekolah Tinggi Ekonomi Dan Perbankan Islam Mr. Sjafruddin Prawiranegara,
1669,Sekolah Tinggi Ekonomi Islam (Stei) Al-Arsyadi Kalimantan Timur,
1670,Sekolah Tinggi Ekonomi Islam (Stei) Lppm,
1671,Sekolah Tinggi Ekonomi Islam (Stei) Tazkia,
1672,Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,
1673,Sekolah Tinggi Ekonomi Islam Al Ishlah Bobos,
1674,Sekolah Tinggi Ekonomi Islam Bina Cipta Madani,
1675,Sekolah Tinggi Ekonomi Islam Darul Qur'An Minak Selebah,
1676,Sekolah Tinggi Ekonomi Islam Hamfara Yogyakarta,
1677,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,
1678,Sekolah Tinggi Ekonomi Islam Masyarakat Madani,
1679,Sekolah Tinggi Ekonomi Islam Sebi,
1680,Sekolah Tinggi Ekonomi Islam Sebi (Stei Sebi) Ciputat Tangerang,
1681,Sekolah Tinggi Ekonomi Islam Yogyakarta,
1682,Sekolah Tinggi Ekonomi Syari`Ah Islamic Village Tangerang,
1683,Sekolah Tinggi Ekonomi Syari'Ah Bhakti Nugraha,
1684,Sekolah Tinggi Ekonomi Syariah Harapan Bima,
1685,Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin,
1686,Sekolah Tinggi Ekonomi Syariah Manna Wa Salwa Tanah Datar Sumatera Barat,
1687,Sekolah Tinggi Elektronika &Amp; Komputer (Stekom),6.0
1688,Sekolah Tinggi Elektronika Dan Komputer Pat,6.0
1689,Sekolah Tinggi Energi Dan Mineral,
1690,Sekolah Tinggi Farmasi Bandung,
1691,Sekolah Tinggi Farmasi Indonesia Bandung,4.0
1692,Sekolah Tinggi Farmasi Indonesia Perintis Padang,
1693,Sekolah Tinggi Farmasi Mahaganesha,
1694,Sekolah Tinggi Farmasi Muhammadiyah Cirebon,4.0
1695,Sekolah Tinggi Farmasi Muhammadiyah Tangerang,4.0
1696,Sekolah Tinggi Filsafat Driyarkara,3.0
1697,Sekolah Tinggi Filsafat Fajar Timur Jayapura,14.0
1698,Sekolah Tinggi Filsafat Islam (Stfi) Sadra Jakarta,
1699,Sekolah Tinggi Filsafat Jaffray Makassar,
1700,Sekolah Tinggi Filsafat Katolik Ledalero,15.0
1701,Sekolah Tinggi Filsafat Seminari Pineleng,16.0
1702,Sekolah Tinggi Filsafat Teologi Widya Sasana,7.0
1703,Sekolah Tinggi Filsafat Theologi Jakarta,3.0
1704,Sekolah Tinggi Filsafat Theologi S Nusantara,1.0
1705,Sekolah Tinggi Guru Huria Hkbp Sipoholon,
1706,Sekolah Tinggi Hindu Dharma Klaten Jawa Tengah,
1707,Sekolah Tinggi Hukum Bandung,4.0
1708,Sekolah Tinggi Hukum Galunggung,4.0
1709,Sekolah Tinggi Hukum Garut,4.0
1710,Sekolah Tinggi Hukum Indonesia Jakarta,3.0
1711,Sekolah Tinggi Hukum Militer Ahm - Pthm,
1712,Sekolah Tinggi Hukum Pasundan,4.0
1713,Sekolah Tinggi Ilmu Adab Dan Budaya Islam Riyadul 'Ulum,
1714,Sekolah Tinggi Ilmu Administrasi Aan,5.0
1715,Sekolah Tinggi Ilmu Administrasi Adabiah,10.0
1716,Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,9.0
1717,Sekolah Tinggi Ilmu Administrasi Amuntai,11.0
1718,Sekolah Tinggi Ilmu Administrasi Bagasasi,4.0
1719,Sekolah Tinggi Ilmu Administrasi Bandung,4.0
1720,Sekolah Tinggi Ilmu Administrasi Banten,4.0
1721,Sekolah Tinggi Ilmu Administrasi Bayuangga,7.0
1722,Sekolah Tinggi Ilmu Administrasi Bayuangga Probolinggo,7.0
1723,Sekolah Tinggi Ilmu Administrasi Bengkulu,2.0
1724,Sekolah Tinggi Ilmu Administrasi Bina Banua Banjarmasin,11.0
1725,Sekolah Tinggi Ilmu Administrasi Bina Taruna,16.0
1726,Sekolah Tinggi Ilmu Administrasi Cimahi,4.0
1727,Sekolah Tinggi Ilmu Administrasi Darul Rahman Tual,12.0
1728,Sekolah Tinggi Ilmu Administrasi Indragiri,10.0
1729,Sekolah Tinggi Ilmu Administrasi Iskandar Thani,13.0
1730,Sekolah Tinggi Ilmu Administrasi Karya Dharma,14.0
1731,Sekolah Tinggi Ilmu Administrasi Kawula Indonesia,3.0
1732,Sekolah Tinggi Ilmu Administrasi Lancang Kuning,10.0
1733,Sekolah Tinggi Ilmu Administrasi Langgur,12.0
1734,Sekolah Tinggi Ilmu Administrasi Lppn,10.0
1735,Sekolah Tinggi Ilmu Administrasi Madani,6.0
1736,Sekolah Tinggi Ilmu Administrasi Malang,7.0
1737,Sekolah Tinggi Ilmu Administrasi Mataram,8.0
1738,Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Banten,4.0
1739,Sekolah Tinggi Ilmu Administrasi Menara Siswa,4.0
1740,Sekolah Tinggi Ilmu Administrasi Muhammadiyah Selong,8.0
1741,Sekolah Tinggi Ilmu Administrasi Nasional,13.0
1742,Sekolah Tinggi Ilmu Administrasi Pancamarga Palu,16.0
1743,Sekolah Tinggi Ilmu Administrasi Panglima Sudirman,7.0
1744,Sekolah Tinggi Ilmu Administrasi Pelita Nusantara,13.0
1745,Sekolah Tinggi Ilmu Administrasi Pembangunan,7.0
1746,Sekolah Tinggi Ilmu Administrasi Puangrimaggalatung,9.0
1747,Sekolah Tinggi Ilmu Administrasi Said Perintah,12.0
1748,Sekolah Tinggi Ilmu Administrasi Said Perintah Masohi,
1749,Sekolah Tinggi Ilmu Administrasi Sandikta,4.0
1750,Sekolah Tinggi Ilmu Administrasi Satya Negara,2.0
1751,Sekolah Tinggi Ilmu Administrasi Saumlaki,12.0
1752,Sekolah Tinggi Ilmu Administrasi Sebelas April,4.0
1753,Sekolah Tinggi Ilmu Administrasi Setih Setio,10.0
1754,Sekolah Tinggi Ilmu Administrasi Tabalong,11.0
1755,Sekolah Tinggi Ilmu Administrasi Trinitas,12.0
1756,Sekolah Tinggi Ilmu Administrasi Yappi Makassar,9.0
1757,Sekolah Tinggi Ilmu Administrasi Yppt Tasikmalaya,4.0
1758,Sekolah Tinggi Ilmu Agama Buddha Jinarakkhita,
1759,Sekolah Tinggi Ilmu Agama Buddha Smaratungga,
1760,Sekolah Tinggi Ilmu Agama Islam Al Azhar,
1761,Sekolah Tinggi Ilmu Al Qur`An An Nur Yogyakarta,
1762,Sekolah Tinggi Ilmu Al Quran Al Multazam,
1763,Sekolah Tinggi Ilmu Al Qur'An Ar-Rahman,
1764,Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo Jawa Timur,
1765,Sekolah Tinggi Ilmu Al-Qur`An (Stiq) Islamic Center Demak,
1766,Sekolah Tinggi Ilmu Al-Qur`An (Stiq) Isy Karima Karanganyar,
1767,Sekolah Tinggi Ilmu Al-Quran (Stiq) An-Nur Lempuing Oki,
1768,Sekolah Tinggi Ilmu Al-Qur'An (Stiq) Bima,
1769,Sekolah Tinggi Ilmu Al-Qur'An Al-Lathifiyyah Palembang Sumatera Selatan,
1770,Sekolah Tinggi Ilmu Al-Qur'An Nurul Islam,
1771,Sekolah Tinggi Ilmu Bahasa Arab Ar-Raayah,
1772,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,
1773,Sekolah Tinggi Ilmu Bahasa Asing Bumi Gora Mataram,8.0
1774,Sekolah Tinggi Ilmu Bahasa Asing Invada,4.0
1775,Sekolah Tinggi Ilmu Bahasa Asing Itmi Medan,1.0
1776,Sekolah Tinggi Ilmu Bahasa Asing Persada Bunda,10.0
1777,Sekolah Tinggi Ilmu Bahasa Dan Dakwah Masjid Agung Sunan Ampel Surabaya Jatim,
1778,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya,7.0
1779,Sekolah Tinggi Ilmu Bisnis Kumala Nusa,5.0
1780,Sekolah Tinggi Ilmu Budaya Islam Syekh Jangkung Pati,
1781,Sekolah Tinggi Ilmu Dakwah Al - Biruni,
1782,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Al-Hamidy Pamekasan,
1783,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Al Mardliyyah Pamekasan,
1784,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Al-Aziz Batam,
1785,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Ar-Rahmah Surabaya,
1786,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Bogor Jawa Barat,
1787,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Nahdlatul Ulama Indramayu,
1788,Sekolah Tinggi Ilmu Dakwah Mohammad Natsir,
1789,Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur,
1790,Sekolah Tinggi Ilmu Dakwah Sirnarasa,
1791,Sekolah Tinggi Ilmu Eknomi Yapis Merauke,14.0
1792,Sekolah Tinggi Ilmu Ekonom Syari'Ah Mitra Karya Bekasi Jawa Barat,
1793,Sekolah Tinggi Ilmu Ekonomi 45 Mataram,8.0
1794,Sekolah Tinggi Ilmu Ekonomi Aas,6.0
1795,Sekolah Tinggi Ilmu Ekonomi Abdi Nusa,2.0
1796,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,6.0
1797,Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta,3.0
1798,Sekolah Tinggi Ilmu Ekonomi Aka,6.0
1799,Sekolah Tinggi Ilmu Ekonomi Al Washliyah,1.0
1800,Sekolah Tinggi Ilmu Ekonomi Al-Anwar,7.0
1801,Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah,4.0
1802,Sekolah Tinggi Ilmu Ekonomi Ama,6.0
1803,Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,9.0
1804,Sekolah Tinggi Ilmu Ekonomi Amm,8.0
1805,Sekolah Tinggi Ilmu Ekonomi Amsir Pare-Pare,9.0
1806,Sekolah Tinggi Ilmu Ekonomi Anindyaguna,6.0
1807,Sekolah Tinggi Ilmu Ekonomi Aprin,2.0
1808,Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,7.0
1809,Sekolah Tinggi Ilmu Ekonomi Asia Malang,7.0
1810,Sekolah Tinggi Ilmu Ekonomi Assholeh,6.0
1811,Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,6.0
1812,Sekolah Tinggi Ilmu Ekonomi Bajiminasa Makassar,9.0
1813,Sekolah Tinggi Ilmu Ekonomi Bali International Institute Of Tourism Management Kuta Badung,8.0
1814,Sekolah Tinggi Ilmu Ekonomi Balikpapan,11.0
1815,Sekolah Tinggi Ilmu Ekonomi Bangkinang,10.0
1816,Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah,6.0
1817,Sekolah Tinggi Ilmu Ekonomi Banten,4.0
1818,Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,10.0
1819,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,3.0
1820,Sekolah Tinggi Ilmu Ekonomi Bii Bekasi,4.0
1821,Sekolah Tinggi Ilmu Ekonomi Bima,8.0
1822,Sekolah Tinggi Ilmu Ekonomi Bina Karya,1.0
1823,Sekolah Tinggi Ilmu Ekonomi Binaniaga,4.0
1824,Sekolah Tinggi Ilmu Ekonomi Bisma Lepisi,4.0
1825,Sekolah Tinggi Ilmu Ekonomi Bisnis Indonesia,3.0
1826,Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo,11.0
1827,Sekolah Tinggi Ilmu Ekonomi Bongaya Makassar,9.0
1828,Sekolah Tinggi Ilmu Ekonomi Bpkp,3.0
1829,Sekolah Tinggi Ilmu Ekonomi Budi Pertiwi,4.0
1830,Sekolah Tinggi Ilmu Ekonomi Bukit Zaitun Sorong,14.0
1831,Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan,11.0
1832,Sekolah Tinggi Ilmu Ekonomi Cakrawala,10.0
1833,Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,7.0
1834,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,6.0
1835,Sekolah Tinggi Ilmu Ekonomi Cipasung,4.0
1836,Sekolah Tinggi Ilmu Ekonomi Cirebon,4.0
1837,Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok,11.0
1838,Sekolah Tinggi Ilmu Ekonomi Dan Bisnis Islam Lampung,
1839,Sekolah Tinggi Ilmu Ekonomi Dan Bisnis Prana Putra,2.0
1840,Sekolah Tinggi Ilmu Ekonomi Deli Sumatera,1.0
1841,Sekolah Tinggi Ilmu Ekonomi Dewantara,4.0
1842,Sekolah Tinggi Ilmu Ekonomi Dharma Agung Bandung,4.0
1843,Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,3.0
1844,Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember,7.0
1845,Sekolah Tinggi Ilmu Ekonomi Dharma Putra,6.0
1846,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Pekanbaru,10.0
1847,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,6.0
1848,Sekolah Tinggi Ilmu Ekonomi Dr Kh Ez Mutaqien,4.0
1849,Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja,2.0
1850,Sekolah Tinggi Ilmu Ekonomi Dwimulya,4.0
1851,Sekolah Tinggi Ilmu Ekonomi Dwipa Wacana,3.0
1852,Sekolah Tinggi Ilmu Ekonomi Eben Haezer Manado,16.0
1853,Sekolah Tinggi Ilmu Ekonomi Eka Prasetya,1.0
1854,Sekolah Tinggi Ilmu Ekonomi Ekadharma Indonesia,4.0
1855,Sekolah Tinggi Ilmu Ekonomi Ekuitas,4.0
1856,Sekolah Tinggi Ilmu Ekonomi El Fatah Manado,16.0
1857,Sekolah Tinggi Ilmu Ekonomi El Hakim,10.0
1858,Sekolah Tinggi Ilmu Ekonomi Enam-Enam Kendari,9.0
1859,Sekolah Tinggi Ilmu Ekonomi Fatahillah,7.0
1860,Sekolah Tinggi Ilmu Ekonomi Galileo,10.0
1861,Sekolah Tinggi Ilmu Ekonomi Ganesha,3.0
1862,Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,4.0
1863,Sekolah Tinggi Ilmu Ekonomi Gempol,7.0
1864,Sekolah Tinggi Ilmu Ekonomi Gentiaras,2.0
1865,Sekolah Tinggi Ilmu Ekonomi Gici,4.0
1866,Sekolah Tinggi Ilmu Ekonomi Graha Karya Muara Bulian,10.0
1867,Sekolah Tinggi Ilmu Ekonomi Graha Kirana,1.0
1868,Sekolah Tinggi Ilmu Ekonomi H Agus Salim,10.0
1869,Sekolah Tinggi Ilmu Ekonomi Haji Agus Salim,10.0
1870,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,4.0
1871,Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,4.0
1872,Sekolah Tinggi Ilmu Ekonomi Ibbi,1.0
1873,Sekolah Tinggi Ilmu Ekonomi Ibmt,7.0
1874,Sekolah Tinggi Ilmu Ekonomi Ibnusina,10.0
1875,Sekolah Tinggi Ilmu Ekonomi Ichsan,16.0
1876,Sekolah Tinggi Ilmu Ekonomi Ichsan Sidenreng Rappang,9.0
1877,Sekolah Tinggi Ilmu Ekonomi Ieu,7.0
1878,Sekolah Tinggi Ilmu Ekonomi Igi,3.0
1879,Sekolah Tinggi Ilmu Ekonomi Indocakti,7.0
1880,Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin,11.0
1881,Sekolah Tinggi Ilmu Ekonomi Indonesia Banking School,3.0
1882,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,3.0
1883,Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,9.0
1884,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,7.0
1885,Sekolah Tinggi Ilmu Ekonomi Indonesia Medan,1.0
1886,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun,4.0
1887,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba),4.0
1888,Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,11.0
1889,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,7.0
1890,Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat,10.0
1891,Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,4.0
1892,Sekolah Tinggi Ilmu Ekonomi Ipwi Jakarta,3.0
1893,Sekolah Tinggi Ilmu Ekonomi Ism,4.0
1894,Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,5.0
1895,Sekolah Tinggi Ilmu Ekonomi Itmi Medan,1.0
1896,Sekolah Tinggi Ilmu Ekonomi Jakarta International College,3.0
1897,Sekolah Tinggi Ilmu Ekonomi Jambi,10.0
1898,Sekolah Tinggi Ilmu Ekonomi Jaya Negara,7.0
1899,Sekolah Tinggi Ilmu Ekonomi Jayakarta,3.0
1900,Sekolah Tinggi Ilmu Ekonomi Jayakusuma,3.0
1901,Sekolah Tinggi Ilmu Ekonomi Jayakusuma Jakarta,3.0
1902,Sekolah Tinggi Ilmu Ekonomi Jembatan Bulan,14.0
1903,Sekolah Tinggi Ilmu Ekonomi Kalpataru,4.0
1904,Sekolah Tinggi Ilmu Ekonomi Karya,15.0
1905,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa,3.0
1906,Sekolah Tinggi Ilmu Ekonomi Kbp,10.0
1907,Sekolah Tinggi Ilmu Ekonomi Kertanegara,7.0
1908,Sekolah Tinggi Ilmu Ekonomi Kesatuan,4.0
1909,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,7.0
1910,Sekolah Tinggi Ilmu Ekonomi Kh Ahmad Dahlan,7.0
1911,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,7.0
1912,Sekolah Tinggi Ilmu Ekonomi Krakatau,2.0
1913,Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,4.0
1914,Sekolah Tinggi Ilmu Ekonomi Kuala Kapuas,11.0
1915,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,3.0
1916,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,4.0
1917,Sekolah Tinggi Ilmu Ekonomi Lamaddukelleng,9.0
1918,Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro Soppeng,9.0
1919,Sekolah Tinggi Ilmu Ekonomi Lamappoleonro,9.0
1920,Sekolah Tinggi Ilmu Ekonomi Lampung Timur,2.0
1921,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,4.0
1922,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,2.0
1923,Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,13.0
1924,Sekolah Tinggi Ilmu Ekonomi Lmii,1.0
1925,Sekolah Tinggi Ilmu Ekonomi Lpi Makassar,9.0
1926,Sekolah Tinggi Ilmu Ekonomi Madani Balikpapan,11.0
1927,Sekolah Tinggi Ilmu Ekonomi Mahardhika,7.0
1928,Sekolah Tinggi Ilmu Ekonomi Mah-Eisa,14.0
1929,Sekolah Tinggi Ilmu Ekonomi Mahkota Tricom Unggul,1.0
1930,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,9.0
1931,Sekolah Tinggi Ilmu Ekonomi Makassar Maju,9.0
1932,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,7.0
1933,Sekolah Tinggi Ilmu Ekonomi Manajemen Bisnis Indonesia,3.0
